id,hub,key,status,title,body,context,created_at,updated_at
ae108016-eba4-407a-90e1-8970c840fd58,meu-filho,bloco-4|0-2|atencao|v001,published,,"De 0 a 2 anos, a atenção é curta e guiada pelo interesse do momento: a criança alterna rápido entre estímulos. O mais importante é observar se ela consegue “prender” o olhar e se engajar por pequenos períodos quando algo é prazeroso (voz, brinquedo simples, música). Se tudo parece “não segurar” nem por segundos, ou se há grande irritabilidade com estímulos, vale observar com mais calma e conversar com o pediatra.",bloco-4,,
605fb8c5-ad98-47a1-b36b-7d365fe96738,meu-filho,bloco-4|0-2|emocao|v001,published,,"De 0 a 2 anos, as emoções aparecem no corpo: choro, agitação, gritos e busca de colo são comunicação, não manipulação. Nesta fase, o que você faz é “emprestar regulação”: voz calma, contato, rotina previsível e respostas consistentes. Se as crises parecem intermináveis ou muito intensas, geralmente o que falta é previsibilidade (sono, fome, excesso de estímulo), e não “limites” no sentido adulto.",bloco-4,,
a85ddf94-7141-4d49-a071-1ee414dfb663,meu-filho,bloco-4|0-2|autonomia|v001,published,,"De 0 a 2 anos, autonomia começa com pequenas conquistas: segurar, escolher entre duas opções, tentar sozinho e explorar com segurança. O sinal de fase saudável é a curiosidade com apoio: a criança vai, volta para você e vai de novo. Ajude criando um ambiente seguro e oferecendo escolhas simples (“quer esse ou esse?”) sem pressa de desempenho.",bloco-4,,
863de957-b12a-42c6-a2c6-84e73d682f46,meu-filho,bloco-4|0-2|social|v001,published,,"De 0 a 2 anos, socialização é principalmente vínculo e troca com o adulto: olhar, sorriso, imitação e brincar perto. É normal brincar “ao lado” e ainda não “junto”. Observe se há interesse por pessoas, respostas ao nome e trocas de olhar; quando isso acontece, o social está se construindo. Rotinas de interação curta (cantar, esconder/achar, brincar de imitar) fazem muita diferença.",bloco-4,,
bed4e84e-75a2-4196-9375-daeaadf49843,meu-filho,bloco-4|0-2|linguagem|v001,published,,"De 0 a 2 anos, a linguagem nasce da escuta e da repetição: balbucio, gestos, apontar e depois palavras. O essencial é notar progressos: mais sons, mais intenção de comunicar e compreensão do que você diz. Fale muito com a criança no cotidiano, nomeando ações e objetos, e responda aos sons como se fosse conversa — isso acelera o desenvolvimento sem pressão.",bloco-4,,
ba492483-7317-41ab-8f73-b88d931018ab,meu-filho,bloco-4|3-4|atencao|v001,published,,"De 3 a 4 anos, a atenção começa a ficar mais sustentada quando a atividade faz sentido para a criança, mas ainda oscila com facilidade. O sinal de fase é conseguir terminar pequenas tarefas com ajuda (quebra-cabeça simples, guardar brinquedos por etapas). Ajude com instruções curtas, um passo por vez, e reduza distrações quando quiser que ela se concentre.",bloco-4,,
fb595d73-6e7d-4289-9d28-c92dc6a006c0,meu-filho,bloco-4|3-4|autonomia|v001,published,,"De 3 a 4 anos, a criança quer “eu faço” e começa a testar limites para entender até onde vai. O foco aqui é autonomia com estrutura: ela pode escolher, ajudar e tentar, mas precisa de rotinas claras (hora de guardar, hora de comer, hora de dormir). Quando você oferece escolhas dentro do seu limite, diminui a teimosia e aumenta a colaboração.",bloco-4,,
037a2c1a-2c75-4bb6-b2f4-a5ba40b9775a,meu-filho,bloco-4|3-4|social|v001,published,,"De 3 a 4 anos, o social se expande: ela quer brincar com outras crianças, mas ainda tem dificuldade de esperar, dividir e lidar com frustração. Brigas por brinquedos e mudanças rápidas de humor são típicas da fase. Você ajuda nomeando regras simples (“agora é a vez do outro”), combinando antes e treinando em brincadeiras curtas com revezamento.",bloco-4,,
125641ae-705b-49c3-b239-525e7ddb9854,meu-filho,bloco-4|3-4|linguagem|v001,published,,"De 3 a 4 anos, a linguagem dá um salto: mais perguntas, narrativas e vontade de conversar, mas ainda com confusões de pronúncia e organização. O sinal de fase é a criança conseguir contar algo do dia e entender instruções de 2 passos. Para apoiar, leia histórias curtas, faça perguntas abertas (“e depois?”) e evite corrigir demais — modele a frase correta com naturalidade.",bloco-4,,
781ccc93-c190-4af7-9828-8cf7d4e25e58,meu-filho,bloco-4|5-6|atencao|v001,published,,"De 5 a 6 anos, a atenção melhora bastante, especialmente quando existe objetivo claro e começo–meio–fim. É a fase em que a criança já consegue seguir regras simples por mais tempo, mas ainda cansa com tarefas longas ou sem sentido. Para ajudar, combine tempo curto com pausa (“mais 5 minutos e paramos”) e deixe a meta visível (“vamos completar até aqui”).",bloco-4,,
